item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000136,ORD00448,PROD0029,4,262.25,5
ITEM000137,ORD00265,PROD0043,5,230.22,20
ITEM000138,ORD00237,PROD0032,6,52.48,19
ITEM000139,ORD00094,PROD0020,3,470.83,40
ITEM000140,ORD00464,PROD0022,4,340.04,38
ITEM000141,ORD00403,PROD0036,9,362.62,40
ITEM000142,ORD00224,PROD0031,6,288.7,34
ITEM000143,ORD00090,PROD0045,4,187.85,39
ITEM000144,ORD00164,PROD0001,8,258.52,20
ITEM000145,ORD00070,PROD0010,2,487.18,30
ITEM000146,ORD00041,PROD0034,7,182.07,43
ITEM000147,ORD00498,PROD0022,1,379.08,40
ITEM000148,ORD00225,PROD0018,7,261.6,35
ITEM000149,ORD00033,PROD0005,7,5.25,20
ITEM000150,ORD00134,PROD0010,9,380.14,32
ITEM000151,ORD00050,PROD0009,9,363.11,5
ITEM000152,ORD00358,PROD0040,5,364.81,19
ITEM000153,ORD00392,PROD0024,1,7.9,50
ITEM000154,ORD00278,PROD0043,2,313.93,37
ITEM000155,ORD00122,PROD0050,3,456.44,18
ITEM000156,ORD00252,PROD0043,6,157.22,29
ITEM000157,ORD00365,PROD0043,5,242.15,44
ITEM000158,ORD00032,PROD0023,9,243.33,10
ITEM000159,ORD00001,PROD0018,4,17.46,34
ITEM000160,ORD00427,PROD0048,5,33.64,46
ITEM000161,ORD00492,PROD0007,1,128.15,43
ITEM000162,ORD00373,PROD0003,2,201.29,21
ITEM000163,ORD00459,PROD0035,9,112.49,7
ITEM000164,ORD00416,PROD0036,4,419.89,6
ITEM000165,ORD00386,PROD0050,10,62.32,42
ITEM000166,ORD00100,PROD0021,1,68.8,47
ITEM000167,ORD00340,PROD0014,8,50.99,39
ITEM000168,ORD00470,PROD0048,1,181.38,37
ITEM000169,ORD00040,PROD0040,6,212.91,48
ITEM000170,ORD00159,PROD0045,10,356.32,5
ITEM000171,ORD00493,PROD0006,6,27.62,39
ITEM000172,ORD00147,PROD0031,3,11.28,36
ITEM000173,ORD00294,PROD0022,5,279.72,38
ITEM000174,ORD00084,PROD0027,5,11.28,46
ITEM000175,ORD00238,PROD0016,-4,176.2,26
ITEM000176,ORD00157,PROD0038,10,450.51,40
ITEM000177,ORD00073,PROD0003,6,66.34,42
ITEM000178,ORD00464,PROD0010,6,364.98,20
ITEM000179,ORD00127,PROD0028,7,244.88,22
ITEM000180,ORD00472,PROD0004,10,422.73,6
ITEM000181,ORD00484,PROD0005,7,139.99,5
ITEM000182,ORD00265,PROD0013,2,416.52,37
ITEM000183,ORD00161,PROD0014,7,374.82,23
ITEM000184,ORD00493,PROD0022,9,332.87,11
ITEM000185,ORD00150,PROD0028,5,88.42,15
ITEM000186,ORD00451,PROD0002,3,354.87,30
ITEM000187,ORD00282,PROD0030,2,351.11,46
ITEM000188,ORD00424,PROD0050,7,277.04,15
ITEM000189,ORD00294,PROD0004,3,33.29,27
ITEM000190,ORD00399,PROD0016,1,52.31,27
ITEM000191,ORD00020,PROD0009,1,143.16,38
ITEM000192,ORD00098,PROD0024,1,233.57,47
ITEM000193,ORD00048,PROD0027,5,471.09,16
ITEM000194,ORD00074,PROD0047,2,114.36,35
ITEM000195,ORD00309,PROD0036,5,65.77,47
ITEM000196,ORD00071,PROD0039,2,328.8,20
ITEM000197,ORD00222,PROD0016,2,271.82,9
ITEM000198,ORD00197,PROD0025,2,180.62,34
ITEM000199,ORD00036,PROD0016,10,466.97,36
ITEM000200,ORD00183,PROD0038,2,387.65,42
ITEM000201,ORD00215,PROD0037,7,217.65,43
ITEM000202,ORD00255,PROD0011,5,255.39,39
ITEM000203,ORD00330,PROD0019,4,382.93,5
ITEM000204,ORD00034,PROD0020,7,389.93,12
ITEM000205,ORD00326,PROD0017,2,435.93,49
ITEM000206,ORD00455,PROD0002,6,427.09,38
ITEM000207,ORD00091,PROD0019,3,151.32,46
ITEM000208,ORD00068,PROD0029,4,182.66,29
ITEM000209,ORD00224,PROD0049,4,328.94,34
ITEM000210,ORD00403,PROD0031,9,196.13,16
ITEM000211,ORD00486,PROD0033,5,112.41,38
ITEM000212,ORD00040,PROD0045,9,298.32,24
ITEM000213,ORD00145,PROD0042,8,230.77,27
ITEM000214,ORD00362,PROD0027,2,248.73,7
ITEM000215,ORD00314,PROD0028,5,251.44,49
ITEM000216,ORD00195,PROD0001,4,9.44,24
ITEM000217,ORD00279,PROD0049,5,241.77,35
ITEM000218,ORD00062,PROD0020,10,428.59,50
ITEM000219,ORD00005,PROD0034,10,255.36,14
ITEM000220,ORD00383,PROD0005,3,442.5,29
ITEM000221,ORD00233,PROD0005,1,152.61,49
ITEM000222,ORD00320,PROD0019,3,215.27,47
ITEM000223,ORD00307,PROD0040,6,160.85,23
ITEM000224,ORD00308,PROD0022,10,386.45,17
ITEM000225,ORD00348,PROD0003,-3,473.75,39
ITEM000226,ORD00223,PROD0004,6,386.06,35
ITEM000227,ORD00377,PROD0047,3,486.5,34
ITEM000228,ORD00048,PROD0012,9,423.27,3
ITEM000229,ORD00005,PROD0038,10,126.47,30
ITEM000230,ORD00461,PROD0037,5,56.42,21
ITEM000231,ORD00213,PROD0033,10,144.7,15
ITEM000232,ORD00123,PROD0050,8,219.91,11
ITEM000233,ORD00154,PROD0007,3,127.8,8
ITEM000234,ORD00125,PROD0024,1,107.88,44
ITEM000235,ORD00110,PROD0001,3,85.74,23
ITEM000236,ORD00041,PROD0018,5,138.69,14
ITEM000237,ORD00245,PROD0019,8,389.07,39
ITEM000238,ORD00108,PROD0004,3,254.86,39
ITEM000239,ORD00082,PROD0015,3,162.37,35
ITEM000240,ORD00423,PROD0014,4,467.36,3
ITEM000241,ORD00249,PROD0035,2,67.24,20
ITEM000242,ORD00480,PROD0031,2,482.75,16
ITEM000243,ORD00244,PROD0039,8,409.4,11
ITEM000244,ORD00387,PROD0006,10,447.9,30
ITEM000245,ORD00112,PROD0004,1,57.52,22
ITEM000246,ORD00205,PROD0008,8,140.75,31
ITEM000247,ORD00432,PROD0019,7,77.57,7
ITEM000248,ORD00389,PROD0015,10,31.98,40
ITEM000249,ORD00142,PROD0049,2,356.3,48
ITEM000250,ORD00348,PROD0020,6,390.99,21
ITEM000251,ORD00320,PROD0023,8,51.68,22
ITEM000252,ORD00038,PROD0032,4,189.65,46
ITEM000253,ORD00139,PROD0042,9,200.53,16
ITEM000254,ORD00093,PROD0036,2,405.76,2
ITEM000255,ORD00194,PROD0042,1,306.46,18
ITEM000256,ORD00090,PROD0046,6,267.34,42
ITEM000257,ORD00253,PROD0029,8,171.5,29
ITEM000258,ORD00071,PROD0016,2,416.64,16
ITEM000259,ORD00470,PROD0029,7,234.19,30
ITEM000260,ORD00083,PROD0019,9,34.67,26
ITEM000261,ORD00027,PROD0001,7,116.1,18
ITEM000262,ORD00334,PROD0027,2,269.9,34
ITEM000263,ORD00453,PROD0029,2,231.65,4
ITEM000264,ORD00436,PROD0026,1,193.84,6
ITEM000265,ORD00032,PROD0009,5,80.65,20
ITEM000266,ORD00090,PROD0047,5,174.53,14
ITEM000267,ORD00344,PROD0046,3,182.03,27
ITEM000268,ORD00427,PROD0014,-4,333.5,43
ITEM000269,ORD00486,PROD0048,9,395.19,16
ITEM000270,ORD00500,PROD0043,9,233.43,28
ITEM000271,ORD00441,PROD0002,8,149.19,37
ITEM000272,ORD00120,PROD0036,5,249.92,38
ITEM000273,ORD00444,PROD0023,7,458.3,18
ITEM000274,ORD00254,PROD0038,7,443.79,47
ITEM000275,ORD00312,PROD0049,3,122.53,14
ITEM000276,ORD00053,PROD0043,10,111.21,17
ITEM000277,ORD00072,PROD0004,1,308.15,3
ITEM000278,ORD00124,PROD0013,6,253.06,23
ITEM000279,ORD00393,PROD0046,6,123.79,9
ITEM000280,ORD00118,PROD0023,3,401.09,10
ITEM000281,ORD00406,PROD0050,10,293.07,17
ITEM000282,ORD00487,PROD0008,9,296.61,33
ITEM000283,ORD00283,PROD0035,5,363.3,41
ITEM000284,ORD00464,PROD0040,2,261.73,31
ITEM000285,ORD00014,PROD0030,1,315.79,42
ITEM000286,ORD00060,PROD0043,3,430.14,38
ITEM000287,ORD00279,PROD0050,1,141.11,10
ITEM000288,ORD00040,PROD0007,10,386.75,5
ITEM000289,ORD00129,PROD0050,3,36.55,49
ITEM000290,ORD00058,PROD0030,9,424.2,43
ITEM000291,ORD00428,PROD0021,4,434.58,17
ITEM000292,ORD00286,PROD0031,2,295.44,33
ITEM000293,ORD00245,PROD0038,8,291.18,7
ITEM000294,ORD00298,PROD0023,4,401.67,43
ITEM000295,ORD00210,PROD0029,5,124.2,30
ITEM000296,ORD00042,PROD0047,9,207.34,48
ITEM000297,ORD00391,PROD0007,2,178.05,22
ITEM000298,ORD00411,PROD0047,10,438.77,21
ITEM000299,ORD00155,PROD0018,6,188.1,28
ITEM000300,ORD00345,PROD0041,8,382.29,43
ITEM000301,ORD00026,PROD0002,4,239.73,31
ITEM000302,ORD00424,PROD0001,5,361.1,32
ITEM000303,ORD00456,PROD0034,9,281.97,12
ITEM000304,ORD00487,PROD0014,9,444.46,5
ITEM000305,ORD00020,PROD0019,1,188.25,10
ITEM000306,ORD00350,PROD0018,1,402.76,3
ITEM000307,ORD00211,PROD0034,9,414.24,16
ITEM000308,ORD00434,PROD0018,4,326.38,49
ITEM000309,ORD00468,PROD0030,7,103.2,49
ITEM000310,ORD00378,PROD0029,5,109.97,46
ITEM000311,ORD00319,PROD0034,3,69.84,23
ITEM000312,ORD00006,PROD0038,7,296.27,39
ITEM000313,ORD00198,PROD0038,3,43.69,31
ITEM000314,ORD00371,PROD0038,2,337.28,16
ITEM000315,ORD00037,PROD0038,2,351.72,48
ITEM000316,ORD00084,PROD0037,5,192.59,25
ITEM000317,ORD00339,PROD0046,3,402.48,5
ITEM000318,ORD00005,PROD0027,2,189.03,8
ITEM000319,ORD00182,PROD0022,6,57.8,14
ITEM000320,ORD00444,PROD0010,7,70.34,25
ITEM000321,ORD00171,PROD0043,10,373.71,16
ITEM000322,ORD00238,PROD0039,4,401.21,10
ITEM000323,ORD00447,PROD0049,2,236.17,35
ITEM000324,ORD00250,PROD0049,1,22.07,46
ITEM000325,ORD00029,PROD0002,10,276.05,39
ITEM000326,ORD00020,PROD0046,1,199.32,46
ITEM000327,ORD00407,PROD0020,1,15.47,33
ITEM000328,ORD00358,PROD0043,3,153.63,25
ITEM000329,ORD00068,PROD0014,7,378.66,14
ITEM000330,ORD00049,PROD0008,1,258.05,2
ITEM000331,ORD00079,PROD0041,4,452.0,5
ITEM000332,ORD00013,PROD0006,8,135.71,40
ITEM000333,ORD00394,PROD0019,2,63.9,6
ITEM000334,ORD00262,PROD0035,-4,492.74,43
ITEM000335,ORD00009,PROD0002,3,280.79,27
ITEM000336,ORD00286,PROD0023,7,328.34,0
ITEM000337,ORD00287,PROD0015,6,348.8,4
ITEM000338,ORD00221,PROD0032,9,25.96,47
ITEM000339,ORD00234,PROD0007,5,138.74,31
ITEM000340,ORD00450,PROD0002,3,322.09,37
ITEM000341,ORD00400,PROD0035,2,131.42,25
ITEM000342,ORD00233,PROD0025,5,471.33,1
ITEM000343,ORD00267,PROD0041,8,470.59,43
ITEM000344,ORD00443,PROD0007,9,348.94,8
ITEM000345,ORD00264,PROD0004,8,385.78,34
ITEM000346,ORD00348,PROD0001,9,39.53,48
ITEM000347,ORD00281,PROD0003,4,122.64,27
ITEM000348,ORD00047,PROD0009,4,171.93,35
ITEM000349,ORD00177,PROD0005,2,57.63,36
ITEM000350,ORD00420,PROD0017,3,226.62,40
ITEM000351,ORD00263,PROD0033,7,331.53,23
ITEM000352,ORD00205,PROD0029,8,94.02,16
ITEM000353,ORD00460,PROD0031,5,461.7,11
ITEM000354,ORD00043,PROD0042,1,282.47,38
ITEM000355,ORD00149,PROD0014,5,126.95,7
ITEM000356,ORD00483,PROD0041,10,487.39,14
ITEM000357,ORD00229,PROD0006,9,250.88,12
ITEM000358,ORD00337,PROD0043,9,261.72,11
ITEM000359,ORD00450,PROD0049,6,162.99,33
ITEM000360,ORD00379,PROD0045,10,79.2,6
ITEM000361,ORD00483,PROD0038,5,208.27,12
ITEM000362,ORD00178,PROD0041,5,160.09,46
ITEM000363,ORD00474,PROD0036,6,90.41,5
ITEM000364,ORD00426,PROD0023,5,54.33,45
ITEM000365,ORD00187,PROD0009,9,402.85,36
ITEM000366,ORD00195,PROD0012,9,226.59,13
ITEM000367,ORD00229,PROD0045,1,371.67,33
ITEM000368,ORD00309,PROD0020,6,204.42,0
ITEM000369,ORD00277,PROD0032,6,303.44,28
ITEM000370,ORD00125,PROD0045,7,103.77,26
ITEM000371,ORD00409,PROD0019,1,271.95,14
ITEM000372,ORD00067,PROD0009,-4,128.71,2
ITEM000373,ORD00315,PROD0034,4,18.8,1
ITEM000374,ORD00446,PROD0026,9,136.72,21
ITEM000375,ORD00419,PROD0041,4,412.4,28
ITEM000376,ORD00438,PROD0003,5,376.22,12
ITEM000377,ORD00430,PROD0004,7,192.54,11
ITEM000378,ORD00361,PROD0011,2,83.41,29
ITEM000379,ORD00173,PROD0035,-5,212.48,5
ITEM000380,ORD00072,PROD0001,4,338.06,29
ITEM000381,ORD00061,PROD0014,5,140.3,36
ITEM000382,ORD00072,PROD0043,2,303.32,15
ITEM000383,ORD00332,PROD0041,5,53.38,11
ITEM000384,ORD00154,PROD0029,4,145.69,23
ITEM000385,ORD00414,PROD0014,1,160.6,10
ITEM000386,ORD00161,PROD0037,3,39.73,22
ITEM000387,ORD00078,PROD0036,4,130.5,41
ITEM000388,ORD00356,PROD0027,4,340.13,17
ITEM000389,ORD00491,PROD0048,9,124.24,31
ITEM000390,ORD00198,PROD0016,2,455.43,42
ITEM000391,ORD00450,PROD0015,5,380.08,48
ITEM000392,ORD00422,PROD0017,6,144.99,17
ITEM000393,ORD00362,PROD0012,-2,303.31,49
ITEM000394,ORD00230,PROD0008,6,244.28,18
ITEM000395,ORD00272,PROD0019,8,389.44,11
ITEM000396,ORD00438,PROD0013,4,319.54,18
ITEM000397,ORD00105,PROD0023,10,361.58,5
ITEM000398,ORD00487,PROD0031,5,136.58,42
ITEM000399,ORD00256,PROD0044,9,355.26,50
ITEM000400,ORD00035,PROD0024,2,371.05,27
ITEM000401,ORD00201,PROD0032,3,146.26,26
ITEM000402,ORD00099,PROD0025,6,167.76,20
ITEM000403,ORD00377,PROD0018,9,250.02,22
ITEM000404,ORD00447,PROD0044,1,33.93,34
ITEM000405,ORD00159,PROD0035,9,398.37,44
ITEM000406,ORD00224,PROD0005,5,295.04,6
ITEM000407,ORD00356,PROD0014,4,120.12,42
ITEM000408,ORD00198,PROD0043,7,174.39,0
ITEM000409,ORD00115,PROD0048,1,476.6,45
ITEM000410,ORD00347,PROD0047,5,415.31,32
ITEM000411,ORD00396,PROD0026,7,132.11,2
ITEM000412,ORD00327,PROD0047,4,392.93,23
ITEM000413,ORD00157,PROD0027,8,51.12,7
ITEM000414,ORD00210,PROD0020,1,131.36,37
ITEM000415,ORD00083,PROD0015,10,54.05,1
ITEM000416,ORD00411,PROD0022,1,418.07,9
ITEM000417,ORD00187,PROD0035,1,255.6,49
ITEM000418,ORD00253,PROD0028,9,429.62,26
ITEM000419,ORD00277,PROD0014,4,167.28,9
ITEM000420,ORD00299,PROD0047,9,344.8,3
ITEM000421,ORD00220,PROD0032,5,86.15,46
ITEM000422,ORD00205,PROD0006,7,125.93,41
ITEM000423,ORD00299,PROD0014,10,58.24,43
ITEM000424,ORD00130,PROD0010,9,231.94,29
ITEM000425,ORD00402,PROD0020,10,120.47,18
ITEM000426,ORD00428,PROD0042,3,21.33,24
ITEM000427,ORD00250,PROD0042,2,199.3,46
ITEM000428,ORD00228,PROD0049,5,410.24,24
ITEM000429,ORD00466,PROD0015,5,433.22,26
ITEM000430,ORD00069,PROD0036,10,291.08,11
ITEM000431,ORD00441,PROD0030,3,404.62,8
ITEM000432,ORD00388,PROD0011,9,175.53,19
ITEM000433,ORD00025,PROD0043,7,380.61,42
ITEM000434,ORD00460,PROD0026,8,80.84,14
ITEM000435,ORD00100,PROD0007,10,448.24,21
ITEM000436,ORD00108,PROD0029,3,465.26,0
ITEM000437,ORD00032,PROD0014,6,319.66,32
ITEM000438,ORD00462,PROD0043,6,139.68,24
ITEM000439,ORD00324,PROD0010,4,79.48,12
ITEM000440,ORD00025,PROD0037,5,114.23,50
ITEM000441,ORD00140,PROD0022,3,296.83,39
ITEM000442,ORD00390,PROD0035,10,148.14,16
ITEM000443,ORD00239,PROD0025,10,427.17,10
ITEM000444,ORD00284,PROD0022,2,82.85,44
ITEM000445,ORD00418,PROD0035,9,134.05,5
ITEM000446,ORD00356,PROD0003,6,442.57,46
ITEM000447,ORD00028,PROD0040,7,198.24,37
ITEM000448,ORD00008,PROD0040,9,67.25,13
ITEM000449,ORD00152,PROD0016,5,249.57,42
ITEM000450,ORD00108,PROD0033,3,9.34,15
ITEM000451,ORD00092,PROD0025,4,241.75,32
ITEM000452,ORD00396,PROD0003,10,331.34,39
ITEM000453,ORD00033,PROD0037,6,342.97,18
ITEM000454,ORD00159,PROD0001,2,21.64,41
ITEM000455,ORD00414,PROD0033,1,343.82,7
ITEM000456,ORD00226,PROD0037,10,483.61,43
ITEM000457,ORD00107,PROD0029,9,216.64,34
ITEM000458,ORD00329,PROD0006,9,207.55,7
ITEM000459,ORD00074,PROD0048,8,449.37,12
ITEM000460,ORD00033,PROD0021,5,157.23,43
ITEM000461,ORD00192,PROD0038,8,440.97,10
ITEM000462,ORD00049,PROD0026,5,275.16,34
ITEM000463,ORD00199,PROD0002,7,133.24,50
ITEM000464,ORD00377,PROD0017,1,427.13,37
ITEM000465,ORD00248,PROD0045,9,264.87,47
ITEM000466,ORD00382,PROD0049,10,158.31,19
ITEM000467,ORD00392,PROD0016,9,238.81,12
ITEM000468,ORD00391,PROD0013,4,58.74,30
ITEM000469,ORD00322,PROD0025,9,208.65,13
ITEM000470,ORD00265,PROD0005,5,228.25,33
ITEM000471,ORD00130,PROD0014,10,229.26,32
ITEM000472,ORD00438,PROD0009,4,396.31,33
ITEM000473,ORD00440,PROD0003,5,204.27,12
ITEM000474,ORD00394,PROD0024,6,392.54,32
ITEM000475,ORD00006,PROD0035,-5,324.5,33
ITEM000476,ORD00256,PROD0005,4,271.23,29
ITEM000477,ORD00090,PROD0010,9,22.79,45
ITEM000478,ORD00012,PROD0045,9,264.6,47
ITEM000479,ORD00157,PROD0049,10,238.2,4
ITEM000480,ORD00306,PROD0029,8,190.78,30
ITEM000481,ORD00049,PROD0012,9,314.83,44
ITEM000482,ORD00097,PROD0001,2,302.07,3
ITEM000483,ORD00195,PROD0010,1,487.59,14
ITEM000484,ORD00184,PROD0013,6,424.52,35
ITEM000485,ORD00214,PROD0035,1,303.6,20
ITEM000486,ORD00447,PROD0031,5,306.04,46
ITEM000487,ORD00167,PROD0034,6,380.92,42
ITEM000488,ORD00309,PROD0002,6,235.07,15
ITEM000489,ORD00397,PROD0017,3,310.65,23
ITEM000490,ORD00363,PROD0020,2,79.33,35
ITEM000491,ORD00455,PROD0039,6,329.29,8
ITEM000492,ORD00077,PROD0022,6,42.44,0
ITEM000493,ORD00452,PROD0037,3,233.81,13
ITEM000494,ORD00328,PROD0034,10,316.68,37
ITEM000495,ORD00472,PROD0045,2,311.49,25
ITEM000496,ORD00370,PROD0044,1,388.43,2
ITEM000497,ORD00296,PROD0027,10,91.14,18
ITEM000498,ORD00159,PROD0038,9,84.32,41
ITEM000499,ORD00141,PROD0017,7,371.85,22
ITEM000500,ORD00308,PROD0036,3,291.7,32
ITEM000501,ORD00397,PROD0045,2,155.35,12
ITEM000502,ORD00472,PROD0012,3,224.81,46
ITEM000503,ORD00180,PROD0049,6,267.5,38
ITEM000504,ORD00227,PROD0047,5,123.2,12
ITEM000505,ORD00060,PROD0026,6,153.9,41
ITEM000506,ORD00063,PROD0020,1,260.38,21
ITEM000507,ORD00123,PROD0029,1,315.89,41
ITEM000508,ORD00281,PROD0037,5,146.44,38
ITEM000509,ORD00473,PROD0042,7,47.92,29
ITEM000510,ORD00024,PROD0032,4,201.18,15
ITEM000511,ORD00088,PROD0003,2,256.82,17
ITEM000512,ORD00205,PROD0038,9,252.71,36
ITEM000513,ORD00287,PROD0006,6,168.14,49
ITEM000514,ORD00164,PROD0016,5,444.15,0
ITEM000515,ORD00316,PROD0038,7,217.23,0
ITEM000516,ORD00140,PROD0027,10,214.51,4
