item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000297,ORD00391,PROD0007,2,178.05,22.0
ITEM000298,ORD00411,PROD0047,10,438.77,21.0
ITEM000299,ORD00155,PROD0018,6,188.1,28.0
ITEM000300,ORD00345,PROD0041,8,382.29,43.0
ITEM000301,ORD00026,PROD0002,4,239.73,31.0
ITEM000302,ORD00424,PROD0001,5,361.1,32.0
ITEM000303,ORD00456,PROD0034,9,281.97,12.0
ITEM000304,ORD00487,PROD0014,9,444.46,5.0
ITEM000305,ORD00020,PROD0019,1,188.25,10.0
ITEM000306,ORD00350,PROD0018,1,402.76,3.0
ITEM000307,ORD00211,PROD0034,9,414.24,16.0
ITEM000308,ORD00434,PROD0018,4,326.38,49.0
ITEM000309,ORD00468,PROD0030,7,103.2,49.0
ITEM000310,ORD00378,PROD0029,5,109.97,46.0
ITEM000311,ORD00319,PROD0034,3,69.84,23.0
ITEM000312,ORD00006,PROD0038,7,296.27,39.0
ITEM000313,ORD00198,PROD0038,3,43.69,31.0
ITEM000314,ORD00371,PROD0038,2,337.28,16.0
ITEM000315,ORD00037,PROD0038,2,351.72,48.0
ITEM000317,ORD00339,PROD0046,3,402.48,5.0
ITEM000318,ORD00005,PROD0027,2,189.03,8.0
ITEM000319,ORD00182,PROD0022,6,57.8,14.0
ITEM000320,ORD00444,PROD0010,7,70.34,25.0
ITEM000321,ORD00171,PROD0043,10,373.71,16.0
ITEM000322,ORD00238,PROD0039,4,401.21,10.0
ITEM000323,ORD00447,PROD0049,2,236.17,35.0
ITEM000324,ORD00250,PROD0049,1,22.07,46.0
ITEM000325,ORD00029,PROD0002,10,276.05,39.0
ITEM000326,ORD00020,PROD0046,1,199.32,46.0
ITEM000327,ORD00407,PROD0020,1,15.47,33.0
ITEM000328,ORD00358,PROD0043,3,153.63,25.0
ITEM000329,ORD00068,PROD0014,7,378.66,14.0
ITEM000330,ORD00049,PROD0008,1,258.05,2.0
ITEM000331,ORD00079,PROD0041,4,452.0,5.0
ITEM000332,ORD00013,PROD0006,8,135.71,40.0
ITEM000333,ORD00394,PROD0019,2,63.9,6.0
ITEM000334,ORD00262,PROD0035,-4,492.74,43.0
ITEM000335,ORD00009,PROD0002,3,280.79,27.0
ITEM000336,ORD00286,PROD0023,7,328.34,0.0
ITEM000337,ORD00287,PROD0015,6,348.8,4.0
ITEM000338,ORD00221,PROD0032,9,25.96,47.0
ITEM000339,ORD00234,PROD0007,5,138.74,31.0
ITEM000340,ORD00450,PROD0002,3,322.09,37.0
ITEM000341,ORD00400,PROD0035,2,131.42,25.0
ITEM000342,ORD00233,PROD0025,5,471.33,1.0
ITEM000343,ORD00267,PROD0041,8,470.59,43.0
ITEM000344,ORD00443,PROD0007,9,348.94,8.0
ITEM000345,ORD00264,PROD0004,8,385.78,34.0
ITEM000346,ORD00348,PROD0001,9,39.53,48.0
ITEM000347,ORD00281,PROD0003,4,122.64,27.0
ITEM000348,ORD00047,PROD0009,4,171.93,35.0
ITEM000349,ORD00177,PROD0005,2,57.63,36.0
ITEM000350,ORD00420,PROD0017,3,226.62,40.0
ITEM000351,ORD00263,PROD0033,7,331.53,23.0
ITEM000352,ORD00205,PROD0029,8,94.02,16.0
ITEM000353,ORD00460,PROD0031,5,461.7,11.0
ITEM000354,ORD00043,PROD0042,1,282.47,38.0
ITEM000355,ORD00149,PROD0014,5,126.95,7.0
ITEM000356,ORD00483,PROD0041,10,487.39,14.0
ITEM000357,ORD00229,PROD0006,9,250.88,12.0
ITEM000358,ORD00337,PROD0043,9,261.72,11.0
ITEM000359,ORD00450,PROD0049,6,162.99,33.0
ITEM000360,ORD00379,PROD0045,10,79.2,6.0
ITEM000361,ORD00483,PROD0038,5,208.27,12.0
ITEM000362,ORD00178,PROD0041,5,160.09,46.0
ITEM000363,ORD00474,PROD0036,6,90.41,5.0
ITEM000364,ORD00426,PROD0023,5,54.33,45.0
ITEM000365,ORD00187,PROD0009,9,402.85,36.0
ITEM000366,ORD00195,PROD0012,9,226.59,13.0
ITEM000367,ORD00229,PROD0045,1,371.67,33.0
ITEM000368,ORD00309,PROD0020,6,204.42,0.0
ITEM000369,ORD00277,PROD0032,6,303.44,28.0
ITEM000370,ORD00125,PROD0045,7,103.77,26.0
ITEM000371,ORD00409,PROD0019,1,271.95,14.0
ITEM000372,ORD00067,PROD0009,-4,128.71,2.0
ITEM000373,ORD00315,PROD0034,4,18.8,1.0
ITEM000374,ORD00446,PROD0026,9,136.72,21.0
ITEM000375,ORD00419,PROD0041,4,412.4,28.0
ITEM000376,ORD00438,PROD0003,5,376.22,12.0
ITEM000378,ORD00361,PROD0011,2,83.41,29.0
ITEM000379,ORD00173,PROD0035,-5,212.48,5.0
ITEM000380,ORD00072,PROD0001,4,338.06,29.0
ITEM000382,ORD00072,PROD0043,2,303.32,15.0
ITEM000383,ORD00332,PROD0041,5,53.38,11.0
ITEM000384,ORD00154,PROD0029,4,145.69,23.0
ITEM000385,ORD00414,PROD0014,1,160.6,10.0
ITEM000386,ORD00161,PROD0037,3,39.73,22.0
ITEM000387,ORD00078,PROD0036,4,130.5,41.0
ITEM000388,ORD00356,PROD0027,4,340.13,17.0
ITEM000389,ORD00491,PROD0048,9,124.24,31.0
ITEM000390,ORD00198,PROD0016,2,455.43,42.0
ITEM000391,ORD00450,PROD0015,5,380.08,48.0
ITEM000392,ORD00422,PROD0017,6,144.99,17.0
ITEM000394,ORD00230,PROD0008,6,244.28,18.0
ITEM000395,ORD00272,PROD0019,8,389.44,11.0
ITEM000396,ORD00438,PROD0013,4,319.54,18.0
ITEM000398,ORD00487,PROD0031,5,136.58,42.0
ITEM000400,ORD00035,PROD0024,2,371.05,27.0
ITEM000401,ORD00201,PROD0032,3,146.26,26.0
ITEM000402,ORD00099,PROD0025,6,167.76,20.0
ITEM000403,ORD00377,PROD0018,9,250.02,22.0
ITEM000404,ORD00447,PROD0044,1,33.93,34.0
ITEM000405,ORD00159,PROD0035,9,398.37,44.0
ITEM000406,ORD00224,PROD0005,5,295.04,6.0
ITEM000407,ORD00356,PROD0014,4,120.12,42.0
ITEM000408,ORD00198,PROD0043,7,174.39,0.0
ITEM000409,ORD00115,PROD0048,1,476.6,45.0
ITEM000410,ORD00347,PROD0047,5,415.31,32.0
ITEM000411,ORD00396,PROD0026,7,132.11,2.0
ITEM000412,ORD00327,PROD0047,4,392.93,23.0
ITEM000413,ORD00157,PROD0027,8,51.12,7.0
ITEM000415,ORD00083,PROD0015,10,54.05,1.0
ITEM000416,ORD00411,PROD0022,1,418.07,9.0
ITEM000417,ORD00187,PROD0035,1,255.6,49.0
ITEM000418,ORD00253,PROD0028,9,429.62,26.0
ITEM000419,ORD00277,PROD0014,4,167.28,9.0
ITEM000420,ORD00299,PROD0047,9,344.8,3.0
ITEM000421,ORD00220,PROD0032,5,86.15,46.0
ITEM000422,ORD00205,PROD0006,7,125.93,41.0
ITEM000423,ORD00299,PROD0014,10,58.24,43.0
ITEM000424,ORD00130,PROD0010,9,231.94,29.0
ITEM000425,ORD00402,PROD0020,10,120.47,18.0
ITEM000426,ORD00428,PROD0042,3,21.33,24.0
ITEM000427,ORD00250,PROD0042,2,199.3,46.0
ITEM000428,ORD00228,PROD0049,5,410.24,24.0
ITEM000429,ORD00466,PROD0015,5,433.22,26.0
ITEM000430,ORD00069,PROD0036,10,291.08,11.0
ITEM000431,ORD00441,PROD0030,3,404.62,8.0
ITEM000432,ORD00388,PROD0011,9,175.53,19.0
ITEM000433,ORD00025,PROD0043,7,380.61,42.0
ITEM000434,ORD00460,PROD0026,8,80.84,14.0
ITEM000435,ORD00100,PROD0007,10,448.24,21.0
ITEM000436,ORD00108,PROD0029,3,465.26,0.0
ITEM000437,ORD00032,PROD0014,6,319.66,32.0
ITEM000438,ORD00462,PROD0043,6,139.68,24.0
ITEM000439,ORD00324,PROD0010,4,79.48,12.0
ITEM000440,ORD00025,PROD0037,5,114.23,50.0
ITEM000441,ORD00140,PROD0022,3,296.83,39.0
ITEM000442,ORD00390,PROD0035,10,148.14,16.0
ITEM000443,ORD00239,PROD0025,10,427.17,10.0
ITEM000444,ORD00284,PROD0022,2,82.85,44.0
ITEM000445,ORD00418,PROD0035,9,134.05,5.0
ITEM000446,ORD00356,PROD0003,6,442.57,46.0
ITEM000447,ORD00028,PROD0040,7,198.24,37.0
ITEM000448,ORD00008,PROD0040,9,67.25,13.0
ITEM000449,ORD00152,PROD0016,5,249.57,42.0
ITEM000450,ORD00108,PROD0033,3,9.34,15.0
ITEM000451,ORD00092,PROD0025,4,241.75,32.0
ITEM000452,ORD00396,PROD0003,10,331.34,39.0
ITEM000453,ORD00033,PROD0037,6,342.97,18.0
ITEM000454,ORD00159,PROD0001,2,21.64,41.0
ITEM000455,ORD00414,PROD0033,1,343.82,7.0
ITEM000456,ORD00226,PROD0037,10,483.61,43.0
ITEM000457,ORD00107,PROD0029,9,216.64,34.0
ITEM000458,ORD00329,PROD0006,9,207.55,7.0
ITEM000459,ORD00074,PROD0048,8,449.37,12.0
ITEM000460,ORD00033,PROD0021,5,157.23,43.0
ITEM000461,ORD00192,PROD0038,8,440.97,10.0
ITEM000462,ORD00049,PROD0026,5,275.16,34.0
ITEM000463,ORD00199,PROD0002,7,133.24,50.0
ITEM000464,ORD00377,PROD0017,1,427.13,37.0
ITEM000465,ORD00248,PROD0045,9,264.87,47.0
ITEM000466,ORD00382,PROD0049,10,158.31,19.0
ITEM000467,ORD00392,PROD0016,9,238.81,12.0
ITEM000468,ORD00391,PROD0013,4,58.74,30.0
ITEM000469,ORD00322,PROD0025,9,208.65,13.0
ITEM000470,ORD00265,PROD0005,5,228.25,33.0
ITEM000471,ORD00130,PROD0014,10,229.26,32.0
ITEM000472,ORD00438,PROD0009,4,396.31,33.0
ITEM000473,ORD00440,PROD0003,5,204.27,12.0
ITEM000474,ORD00394,PROD0024,6,392.54,32.0
ITEM000475,ORD00006,PROD0035,-5,324.5,33.0
ITEM000477,ORD00090,PROD0010,9,22.79,45.0
ITEM000478,ORD00012,PROD0045,9,264.6,47.0
ITEM000479,ORD00157,PROD0049,10,238.2,4.0
ITEM000480,ORD00306,PROD0029,8,190.78,30.0
ITEM000481,ORD00049,PROD0012,9,314.83,44.0
ITEM000482,ORD00097,PROD0001,2,302.07,3.0
ITEM000483,ORD00195,PROD0010,1,487.59,14.0
ITEM000484,ORD00184,PROD0013,6,424.52,35.0
ITEM000485,ORD00214,PROD0035,1,303.6,20.0
ITEM000486,ORD00447,PROD0031,5,306.04,46.0
ITEM000487,ORD00167,PROD0034,6,380.92,42.0
ITEM000488,ORD00309,PROD0002,6,235.07,15.0
ITEM000489,ORD00397,PROD0017,3,310.65,23.0
ITEM000490,ORD00363,PROD0020,2,79.33,35.0
ITEM000491,ORD00455,PROD0039,6,329.29,8.0
ITEM000492,ORD00077,PROD0022,6,42.44,0.0
ITEM000493,ORD00452,PROD0037,3,233.81,13.0
ITEM000494,ORD00328,PROD0034,10,316.68,37.0
ITEM000495,ORD00472,PROD0045,2,311.49,25.0
ITEM000496,ORD00370,PROD0044,1,388.43,2.0
ITEM000497,ORD00296,PROD0027,10,91.14,18.0
ITEM000498,ORD00159,PROD0038,9,84.32,41.0
ITEM000499,ORD00141,PROD0017,7,371.85,22.0
ITEM000500,ORD00308,PROD0036,3,291.7,32.0
ITEM000501,ORD00397,PROD0045,2,155.35,12.0
ITEM000502,ORD00472,PROD0012,3,224.81,46.0
ITEM000503,ORD00180,PROD0049,6,267.5,38.0
ITEM000504,ORD00227,PROD0047,5,123.2,12.0
ITEM000505,ORD00060,PROD0026,6,153.9,41.0
ITEM000507,ORD00123,PROD0029,1,315.89,41.0
ITEM000508,ORD00281,PROD0037,5,146.44,38.0
ITEM000509,ORD00473,PROD0042,7,47.92,29.0
ITEM000510,ORD00024,PROD0032,4,201.18,15.0
ITEM000511,ORD00088,PROD0003,2,256.82,17.0
