order_id,customer_id,order_date,status,region_code
ORD00136,CUST0069,2026-04-30 17:30:16,DELIVERED,LATAM
ORD00137,CUST0038,2025-11-20 17:30:16,SHIPPED,EU
ORD00138,CUST0012,2025-12-07 17:30:16,RETURNED,LATAM
ORD00139,CUST0067,2026-03-31 17:30:16,RETURNED,ASIA
ORD00140,CUST0011,2026-04-10 17:30:16,SHIPPED,EU
ORD00141,CUST0081,2025-12-22 17:30:16,SHIPPED,ASIA
ORD00143,CUST0086,2026-06-26 17:30:16,SHIPPED,EU
ORD00144,CUST0004,2026-02-21 17:30:16,DELIVERED,US
ORD00145,CUST0055,2025-12-28 17:30:16,PLACED,US
ORD00146,CUST0096,2026-01-01 17:30:16,DELIVERED,EU
ORD00147,CUST0046,2026-02-26 17:30:16,SHIPPED,EU
ORD00148,CUST0095,2025-10-27 17:30:16,CANCELLED,EU
ORD00149,CUST0002,2026-03-23 17:30:16,PLACED,LATAM
ORD00150,CUST0031,2026-05-28 17:30:16,CANCELLED,US
ORD00152,CUST0016,2026-04-29 17:30:16,RETURNED,EU
ORD00153,CUST0078,2025-09-20 17:30:16,DELIVERED,ASIA
ORD00154,CUST0061,2026-05-31 17:30:16,RETURNED,ASIA
ORD00155,CUST0045,2026-04-19 17:30:16,RETURNED,EU
ORD00156,CUST0080,2025-09-06 17:30:16,PLACED,LATAM
ORD00157,CUST0031,2026-04-25 17:30:16,DELIVERED,ASIA
ORD00158,CUST0076,2026-06-19 17:30:16,RETURNED,US
ORD00159,CUST0023,2026-04-27 17:30:16,SHIPPED,ASIA
ORD00160,CUST0029,2026-05-16 17:30:16,CANCELLED,ASIA
ORD00161,CUST0036,2026-01-14 17:30:16,RETURNED,ASIA
ORD00162,CUST0060,2025-11-01 17:30:16,SHIPPED,LATAM
ORD00163,CUST0062,2026-02-03 17:30:16,SHIPPED,ASIA
ORD00164,CUST0035,2025-08-03 17:30:16,CANCELLED,LATAM
ORD00165,CUST0058,2025-12-04 17:30:16,CANCELLED,US
ORD00166,CUST0022,2026-04-07 17:30:16,DELIVERED,US
ORD00167,CUST0002,2025-11-01 17:30:16,PLACED,EU
ORD00168,CUST0083,2026-02-24 17:30:16,DELIVERED,US
ORD00170,CUST0084,2025-08-10 17:30:16,SHIPPED,EU
ORD00171,CUST0002,2026-05-09 17:30:16,RETURNED,LATAM
ORD00172,CUST0024,2025-07-24 17:30:16,SHIPPED,LATAM
ORD00173,CUST0006,2026-01-14 17:30:16,RETURNED,US
ORD00174,CUST0094,2026-05-09 17:30:16,RETURNED,ASIA
ORD00176,CUST0019,2026-01-07 17:30:16,RETURNED,ASIA
ORD00177,CUST0056,2025-10-20 17:30:16,RETURNED,ASIA
ORD00178,CUST0027,2026-01-26 17:30:16,SHIPPED,LATAM
ORD00179,CUST0025,2026-04-30 17:30:16,RETURNED,EU
ORD00180,CUST0010,2025-10-10 17:30:16,DELIVERED,LATAM
ORD00181,CUST0073,2025-09-15 17:30:16,RETURNED,LATAM
ORD00182,CUST0038,2026-06-21 17:30:16,SHIPPED,US
ORD00183,CUST0033,2025-08-26 17:30:16,PLACED,ASIA
ORD00184,CUST0070,2026-02-23 17:30:16,SHIPPED,ASIA
ORD00185,CUST0099,2025-07-20 17:30:16,SHIPPED,EU
ORD00186,CUST0090,2026-06-01 17:30:16,CANCELLED,LATAM
ORD00187,CUST0074,2025-07-21 17:30:16,CANCELLED,ASIA
ORD00188,CUST0009,2026-06-29 17:30:16,RETURNED,LATAM
ORD00189,CUST0085,2026-01-09 17:30:16,DELIVERED,US
ORD00190,CUST0024,2025-12-10 17:30:16,DELIVERED,LATAM
ORD00191,CUST0050,2025-10-22 17:30:16,SHIPPED,EU
ORD00192,CUST0033,2026-04-02 17:30:16,DELIVERED,US
ORD00193,CUST0082,2026-01-15 17:30:16,SHIPPED,LATAM
ORD00194,CUST0042,2026-01-22 17:30:16,DELIVERED,ASIA
ORD00195,CUST0055,2025-11-11 17:30:16,PLACED,ASIA
ORD00196,CUST0069,2026-03-08 17:30:16,DELIVERED,US
ORD00197,CUST0043,2025-08-20 17:30:16,CANCELLED,US
ORD00198,CUST0038,2026-03-19 17:30:16,DELIVERED,ASIA
ORD00199,CUST0034,2025-11-23 17:30:16,CANCELLED,EU
ORD00200,CUST0056,2025-12-13 17:30:16,SHIPPED,EU
ORD00201,CUST0029,2026-03-21 17:30:16,SHIPPED,EU
ORD00202,CUST0035,2026-03-28 17:30:16,SHIPPED,LATAM
ORD00203,CUST0029,2025-09-17 17:30:16,RETURNED,US
ORD00204,CUST0009,2025-11-21 17:30:16,DELIVERED,ASIA
ORD00205,CUST0061,2026-03-13 17:30:16,PLACED,ASIA
ORD00206,CUST0028,2026-01-11 17:30:16,RETURNED,ASIA
ORD00207,CUST0047,2025-09-26 17:30:16,DELIVERED,EU
ORD00208,CUST0041,2026-05-25 17:30:16,DELIVERED,LATAM
ORD00209,CUST0006,2025-12-09 17:30:16,CANCELLED,ASIA
ORD00211,CUST0039,2026-01-27 17:30:16,PLACED,LATAM
ORD00212,CUST0049,2025-12-04 17:30:16,PLACED,US
ORD00213,CUST0080,2025-10-03 17:30:16,CANCELLED,ASIA
ORD00214,CUST0038,2025-08-18 17:30:16,PLACED,EU
ORD00215,CUST0083,2026-03-18 17:30:16,RETURNED,EU
ORD00216,CUST0072,2026-07-04 17:30:16,CANCELLED,US
ORD00217,CUST0075,2026-07-13 17:30:16,SHIPPED,US
ORD00218,CUST0020,2025-11-28 17:30:16,PLACED,LATAM
ORD00219,CUST0029,2025-08-07 17:30:16,RETURNED,LATAM
ORD00220,CUST0041,2025-10-01 17:30:16,CANCELLED,ASIA
ORD00221,CUST0055,2026-02-20 17:30:16,DELIVERED,LATAM
ORD00222,CUST0089,2026-03-15 17:30:16,DELIVERED,EU
ORD00223,CUST0040,2025-07-18 17:30:16,SHIPPED,US
ORD00224,CUST0008,2026-03-23 17:30:16,RETURNED,LATAM
ORD00225,CUST0049,2025-12-27 17:30:16,DELIVERED,US
ORD00226,CUST0057,2025-08-18 17:30:16,SHIPPED,LATAM
ORD00227,CUST0091,2026-05-01 17:30:16,RETURNED,ASIA
ORD00228,CUST0005,2026-05-01 17:30:16,PLACED,ASIA
ORD00229,CUST0088,2025-10-14 17:30:16,DELIVERED,ASIA
ORD00230,CUST0041,2026-04-23 17:30:16,SHIPPED,LATAM
ORD00231,CUST0029,2026-02-05 17:30:16,DELIVERED,EU
ORD00232,CUST0016,2025-08-10 17:30:16,RETURNED,US
ORD00233,CUST0074,2025-07-25 17:30:16,RETURNED,ASIA
ORD00234,CUST0005,2026-05-02 17:30:16,DELIVERED,EU
ORD00235,CUST0001,2025-12-04 17:30:16,SHIPPED,LATAM
ORD00236,CUST0090,2025-11-29 17:30:16,CANCELLED,EU
ORD00237,CUST0005,2025-12-14 17:30:16,CANCELLED,ASIA
ORD00238,CUST0083,2025-12-26 17:30:16,RETURNED,US
ORD00239,CUST0033,2026-03-31 17:30:16,RETURNED,EU
ORD00240,CUST0067,2026-05-17 17:30:16,SHIPPED,EU
ORD00241,CUST0002,2025-10-05 17:30:16,RETURNED,LATAM
ORD00242,CUST0064,2026-07-01 17:30:16,SHIPPED,US
ORD00243,CUST0069,2025-08-04 17:30:16,PLACED,EU
ORD00244,CUST0084,2026-03-04 17:30:16,PLACED,ASIA
ORD00245,CUST0018,2026-04-05 17:30:16,DELIVERED,LATAM
ORD00246,CUST0013,2025-08-30 17:30:16,RETURNED,ASIA
ORD00247,CUST0002,2026-05-15 17:30:16,SHIPPED,ASIA
ORD00248,CUST0083,2026-07-02 17:30:16,CANCELLED,ASIA
ORD00249,CUST0011,2025-08-22 17:30:16,SHIPPED,US
ORD00250,CUST0023,2025-12-27 17:30:16,DELIVERED,US
ORD00251,CUST0036,2026-01-04 17:30:16,DELIVERED,EU
ORD00252,CUST0045,2026-07-14 17:30:16,DELIVERED,EU
ORD00253,CUST0065,2026-01-04 17:30:16,SHIPPED,ASIA
ORD00254,CUST0066,2026-01-10 17:30:16,DELIVERED,EU
ORD00255,CUST0020,2026-01-30 17:30:16,CANCELLED,EU
ORD00257,CUST0005,2026-02-25 17:30:16,SHIPPED,EU
ORD00258,CUST0064,2025-08-12 17:30:16,SHIPPED,LATAM
ORD00259,CUST0080,2025-11-11 17:30:16,PLACED,EU
ORD00260,CUST0007,2026-01-30 17:30:16,PLACED,EU
ORD00261,CUST0090,2026-04-14 17:30:16,PLACED,US
ORD00262,CUST0057,2025-10-10 17:30:16,SHIPPED,ASIA
ORD00263,CUST0062,2025-09-09 17:30:16,RETURNED,EU
ORD00264,CUST0055,2026-07-09 17:30:16,RETURNED,EU
ORD00265,CUST0067,2025-08-22 17:30:16,CANCELLED,ASIA
ORD00266,CUST0045,2025-07-25 17:30:16,SHIPPED,EU
ORD00267,CUST0034,2025-11-16 17:30:16,CANCELLED,ASIA
ORD00268,CUST0002,2025-12-04 17:30:16,CANCELLED,EU
ORD00269,CUST0065,2025-08-30 17:30:16,DELIVERED,EU
ORD00270,CUST0081,2025-08-29 17:30:16,CANCELLED,EU
ORD00271,CUST0051,2025-12-24 17:30:16,PLACED,LATAM
ORD00272,CUST0094,2025-11-07 17:30:16,RETURNED,EU
ORD00273,CUST0078,2026-01-13 17:30:16,RETURNED,LATAM
ORD00274,CUST0026,2025-12-24 17:30:16,CANCELLED,ASIA
ORD00275,CUST0077,2026-02-23 17:30:16,DELIVERED,ASIA
ORD00276,CUST0029,2026-05-26 17:30:16,SHIPPED,EU
ORD00277,CUST0024,2026-07-06 17:30:16,DELIVERED,ASIA
ORD00278,CUST0059,2025-08-21 17:30:16,DELIVERED,US
ORD00280,CUST0048,2025-07-15 17:30:16,CANCELLED,EU
ORD00281,CUST0060,2025-07-15 17:30:16,CANCELLED,ASIA
ORD00282,CUST0081,2026-04-03 17:30:16,PLACED,LATAM
ORD00284,CUST0005,2026-02-11 17:30:16,RETURNED,LATAM
ORD00285,CUST0067,2025-08-01 17:30:16,PLACED,ASIA
ORD00286,CUST0003,2025-10-05 17:30:16,SHIPPED,EU
ORD00287,CUST0004,2026-04-24 17:30:16,CANCELLED,EU
ORD00288,CUST0070,2025-11-20 17:30:16,PLACED,LATAM
ORD00289,CUST0040,2026-04-03 17:30:16,SHIPPED,US
ORD00290,CUST0085,2026-04-29 17:30:16,SHIPPED,EU
ORD00291,CUST0071,2026-06-05 17:30:16,DELIVERED,US
ORD00292,CUST0002,2025-09-11 17:30:16,SHIPPED,US
ORD00293,CUST0045,2025-08-06 17:30:16,SHIPPED,US
ORD00294,CUST0045,2026-02-13 17:30:16,SHIPPED,LATAM
ORD00295,CUST0061,2026-03-24 17:30:16,PLACED,ASIA
ORD00296,CUST0057,2025-12-22 17:30:16,RETURNED,LATAM
ORD00297,CUST0062,2025-09-03 17:30:16,CANCELLED,LATAM
ORD00298,CUST0004,2026-05-12 17:30:16,RETURNED,US
ORD00299,CUST0025,2026-02-05 17:30:16,DELIVERED,US
ORD00300,CUST0035,2025-10-21 17:30:16,RETURNED,ASIA
ORD00301,CUST0081,2025-07-17 17:30:16,RETURNED,EU
ORD00302,CUST0030,2026-02-23 17:30:16,CANCELLED,LATAM
ORD00303,CUST0098,2026-02-02 17:30:16,SHIPPED,EU
ORD00305,CUST0098,2025-12-05 17:30:16,CANCELLED,US
ORD00306,CUST0078,2026-04-22 17:30:16,RETURNED,EU
ORD00307,CUST0031,2025-12-24 17:30:16,CANCELLED,US
ORD00308,CUST0043,2025-10-24 17:30:16,RETURNED,EU
ORD00309,CUST0069,2025-09-22 17:30:16,DELIVERED,ASIA
ORD00310,CUST0011,2025-10-21 17:30:16,DELIVERED,LATAM
ORD00311,CUST0026,2025-12-18 17:30:16,RETURNED,LATAM
ORD00312,CUST0077,2025-09-14 17:30:16,SHIPPED,LATAM
ORD00313,CUST0083,2026-01-11 17:30:16,SHIPPED,LATAM
ORD00314,CUST0059,2026-01-03 17:30:16,PLACED,EU
ORD00315,CUST0068,2025-09-19 17:30:16,RETURNED,ASIA
ORD00316,CUST0009,2026-03-26 17:30:16,CANCELLED,ASIA
ORD00317,CUST0044,2025-10-06 17:30:16,SHIPPED,US
ORD00318,CUST0072,2026-03-11 17:30:16,RETURNED,US
ORD00319,CUST0012,2026-03-21 17:30:16,CANCELLED,EU
ORD00320,CUST0084,2025-12-24 17:30:16,CANCELLED,US
ORD00321,CUST0028,2025-12-07 17:30:16,CANCELLED,LATAM
ORD00322,CUST0091,2025-09-27 17:30:16,SHIPPED,US
ORD00323,CUST0017,2026-01-28 17:30:16,PLACED,ASIA
ORD00324,CUST0056,2025-08-26 17:30:16,CANCELLED,ASIA
ORD00325,CUST0027,2025-12-20 17:30:16,CANCELLED,LATAM
ORD00326,CUST0032,2026-05-17 17:30:16,CANCELLED,ASIA
ORD00327,CUST0096,2026-05-08 17:30:16,DELIVERED,LATAM
ORD00328,CUST0032,2025-12-14 17:30:16,CANCELLED,LATAM
ORD00329,CUST0036,2026-05-06 17:30:16,DELIVERED,US
ORD00330,CUST0009,2026-05-10 17:30:16,SHIPPED,ASIA
ORD00331,CUST0089,2026-04-14 17:30:16,DELIVERED,LATAM
ORD00332,CUST0093,2026-03-18 17:30:16,RETURNED,US
ORD00333,CUST0054,2025-11-05 17:30:16,CANCELLED,US
ORD00334,CUST0057,2025-08-21 17:30:16,CANCELLED,EU
ORD00335,CUST0007,2026-02-02 17:30:16,PLACED,ASIA
ORD00336,CUST0099,2025-11-12 17:30:16,PLACED,EU
ORD00337,CUST0028,2026-03-29 17:30:16,PLACED,ASIA
ORD00338,CUST0096,2026-06-11 17:30:16,PLACED,US
ORD00339,CUST0030,2025-08-26 17:30:16,RETURNED,LATAM
ORD00340,CUST0066,2025-10-28 17:30:16,RETURNED,ASIA
ORD00341,CUST0055,2026-05-12 17:30:16,CANCELLED,ASIA
ORD00342,CUST0043,2025-11-24 17:30:16,CANCELLED,EU
ORD00343,CUST0048,2025-12-22 17:30:16,SHIPPED,ASIA
ORD00344,CUST0026,2025-12-14 17:30:16,DELIVERED,EU
ORD00345,CUST0079,2025-12-20 17:30:16,SHIPPED,US
ORD00346,CUST0071,2026-03-25 17:30:16,PLACED,LATAM
ORD00347,CUST0062,2026-05-19 17:30:16,CANCELLED,LATAM
ORD00348,CUST0077,2026-06-11 17:30:16,SHIPPED,EU
ORD00349,CUST0065,2025-09-03 17:30:16,PLACED,ASIA
ORD00350,CUST0025,2026-06-11 17:30:16,RETURNED,LATAM
ORD00352,CUST0018,2026-01-24 17:30:16,PLACED,ASIA
ORD00353,CUST0067,2026-02-28 17:30:16,SHIPPED,EU
ORD00354,CUST0048,2025-10-24 17:30:16,SHIPPED,LATAM
ORD00355,CUST0007,2026-06-07 17:30:16,PLACED,LATAM
ORD00356,CUST0018,2025-10-24 17:30:16,SHIPPED,LATAM
ORD00357,CUST0028,2025-08-07 17:30:16,CANCELLED,EU
ORD00358,CUST0041,2025-09-15 17:30:16,RETURNED,EU
ORD00359,CUST0042,2025-09-23 17:30:16,PLACED,US
ORD00360,CUST0038,2025-09-15 17:30:16,SHIPPED,ASIA
ORD00361,CUST0045,2026-04-08 17:30:16,DELIVERED,ASIA
ORD00363,CUST0032,2025-07-25 17:30:16,CANCELLED,US
ORD00364,CUST0083,2026-07-12 17:30:16,RETURNED,EU
ORD00365,CUST0051,2026-03-23 17:30:16,SHIPPED,ASIA
ORD00366,CUST0057,2025-11-20 17:30:16,DELIVERED,EU
ORD00367,CUST0035,2026-03-20 17:30:16,DELIVERED,US
ORD00368,CUST0056,2025-10-23 17:30:16,PLACED,EU
ORD00370,CUST0059,2026-06-17 17:30:16,CANCELLED,EU
ORD00371,CUST0022,2026-04-22 17:30:16,DELIVERED,US
ORD00372,CUST0082,2026-05-11 17:30:16,PLACED,LATAM
ORD00373,CUST0078,2025-10-06 17:30:16,CANCELLED,LATAM
ORD00374,CUST0063,2026-04-16 17:30:16,SHIPPED,ASIA
ORD00375,CUST0003,2026-05-11 17:30:16,SHIPPED,LATAM
ORD00376,CUST0058,2026-03-26 17:30:16,SHIPPED,LATAM
ORD00377,CUST0067,2025-12-14 17:30:16,PLACED,ASIA
ORD00378,CUST0008,2025-07-26 17:30:16,RETURNED,ASIA
ORD00379,CUST0034,2025-10-11 17:30:16,SHIPPED,EU
ORD00380,CUST0038,2025-10-30 17:30:16,CANCELLED,EU
ORD00381,CUST0090,2026-02-26 17:30:16,RETURNED,LATAM
ORD00382,CUST0090,2025-08-19 17:30:16,PLACED,LATAM
ORD00383,CUST0090,2025-11-01 17:30:16,DELIVERED,US
ORD00384,CUST0028,2026-04-10 17:30:16,PLACED,LATAM
ORD00385,CUST0012,2025-11-01 17:30:16,DELIVERED,US
ORD00386,CUST0053,2025-10-15 17:30:16,CANCELLED,ASIA
ORD00387,CUST0054,2026-01-18 17:30:16,DELIVERED,ASIA
ORD00388,CUST0079,2025-08-13 17:30:16,RETURNED,EU
ORD00389,CUST0081,2025-09-20 17:30:16,CANCELLED,LATAM
ORD00390,CUST0067,2026-02-10 17:30:16,CANCELLED,EU
ORD00391,CUST0083,2025-10-13 17:30:16,PLACED,US
ORD00392,CUST0050,2025-12-31 17:30:16,PLACED,LATAM
ORD00393,CUST0019,2025-07-18 17:30:16,SHIPPED,US
ORD00394,CUST0055,2026-05-22 17:30:16,PLACED,US
ORD00395,CUST0091,2026-05-08 17:30:16,RETURNED,US
ORD00396,CUST0041,2025-09-04 17:30:16,PLACED,US
ORD00397,CUST0070,2025-08-20 17:30:16,PLACED,LATAM
ORD00398,CUST0018,2025-12-21 17:30:16,DELIVERED,LATAM
ORD00399,CUST0078,2025-12-03 17:30:16,RETURNED,EU
ORD00400,CUST0038,2025-11-02 17:30:16,CANCELLED,US
ORD00401,CUST0073,2026-02-19 17:30:16,CANCELLED,US
ORD00402,CUST0004,2026-03-25 17:30:16,CANCELLED,ASIA
ORD00403,CUST0074,2025-07-23 17:30:16,DELIVERED,US
ORD00404,CUST0094,2026-02-02 17:30:16,PLACED,EU
ORD00405,CUST0005,2026-03-04 17:30:16,CANCELLED,LATAM
ORD00406,CUST0079,2025-12-13 17:30:16,PLACED,LATAM
ORD00407,CUST0011,2026-02-09 17:30:16,PLACED,ASIA
ORD00408,CUST0025,2026-04-06 17:30:16,DELIVERED,LATAM
ORD00409,CUST0068,2025-12-14 17:30:16,DELIVERED,LATAM
ORD00410,CUST0019,2026-04-23 17:30:16,RETURNED,ASIA
ORD00411,CUST0018,2026-02-15 17:30:16,DELIVERED,EU
ORD00412,CUST0004,2026-06-22 17:30:16,PLACED,LATAM
ORD00413,CUST0051,2026-07-12 17:30:16,CANCELLED,ASIA
ORD00414,CUST0049,2026-03-18 17:30:16,SHIPPED,ASIA
ORD00415,CUST0008,2026-01-02 17:30:16,RETURNED,LATAM
ORD00416,CUST0039,2026-01-13 17:30:16,PLACED,US
ORD00417,CUST0085,2026-04-18 17:30:16,PLACED,ASIA
ORD00418,CUST0075,2026-03-05 17:30:16,PLACED,EU
